,prev_chapter,prev_section,prev_cg,next_chapter,next_section,next_cg,junyi_code,level,learning_content,pre_code,para_code,theme,topic
553,十年級,多項式的除法原理,A-10-2,十二年級,函數的極限,F-12乙-2,A-10-2,主題,,"A-8-2,A-8-3","A-10-1,F-10-2",A,
553,十年級,多項式的除法原理,A-10-2,十二年級,微分,F-12乙-3,A-10-2,主題,,"A-8-2,A-8-3","A-10-1,F-10-2",A,
554,十年級,多項式的除法原理,A-10-2,,,,jac-10-02-1,次主題,,,,,
555,十年級,多項式的除法原理,A-10-2,,,,jac-10-02-1-1,分隔線,,,,,
556,十年級,多項式函數的圖形,F-10-1,十二年級,函數,F-12甲-1,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,函數,F-12乙-1,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,導函數,F-12甲-4,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,導函數,F-12乙-4,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十一年級,圓錐曲線,S-11B-2,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,黎曼和,F-12甲-5,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,積分,F-12甲-6,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,積分的應用,F-12甲-7,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,積分,F-12乙-5,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
556,十年級,多項式函數的圖形,F-10-1,十二年級,積分的應用,F-12乙-6,F-10-1,主題,,"F-8-1,F-9-1,F-8-2,F-9-2","G-10-2,G-10-3,G-10-1,F-10-2,F-10-3",F,
557,十年級,多項式函數的圖形,F-10-1,,,,jfc-10-01-1,次主題,一次與二次函數：從方程式到𝑓(𝑥)的形式轉換，一次函數圖形與𝑦=𝑚𝑥圖形的關係，數線上的分點公式與一次函數求值。用配方將二次函數化為標準式，二次函數圖形與𝑦=𝑎𝑥2圖形的關係，情境中的應用問題。,,,,
558,十年級,一次與二次函數及其圖形,F-10-1,,,,jfc-10-01-1-1,分隔線,,,,,
559,十年級,三次函數及其圖形,F-10-1,,,,jfc-10-01-1-2,分隔線,,,,,
560,十年級,多項式函數圖形,F-10-2,十二年級,函數,F-12甲-1,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
560,十年級,多項式函數圖形,F-10-2,十二年級,函數,F-12乙-1,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
560,十年級,多項式函數圖形,F-10-2,十二年級,微分,F-12甲-3,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
560,十年級,多項式函數圖形,F-10-2,十二年級,微分,F-12乙-3,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
560,十年級,多項式函數圖形,F-10-2,十二年級,數列的極限,N-12甲-1,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
560,十年級,多項式函數圖形,F-10-2,十二年級,黎曼和,F-12甲-5,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
560,十年級,多項式函數圖形,F-10-2,十二年級,積分,F-12甲-6,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
560,十年級,多項式函數圖形,F-10-2,十二年級,積分的應用,F-12甲-7,F-10-2,主題,,F-9-2,"F-10-1,A-10-2,F-10-3,A-10-1",F,
561,十年級,多項式函數圖形的特徵,F-10-2,,,,jfc-10-02-1,次主題,,,,,
562,十年級,比較多項式函數圖形,F-10-2,,,,jfc-10-02-1-1,分隔線,三次函數的圖形特徵：二次、三次函數圖形的對稱性，兩者圖形的大域（global）特徵由最高次項決定，而局部（local）則近似一條直線。,,,,
563,十年級,多項式不等式,F-10-3,十二年級,微分,F-12甲-3,F-10-3,主題,,"A-7-7,A-7-8","N-10-2,F-10-1,F-10-2,D-10-1",F,
564,十年級,多項式不等式,F-10-3,,,,jfc-10-03-1,次主題,,,,,
565,十年級,多項式不等式,F-10-3,,,,jfc-10-03-1-1,分隔線,,,,,
566,十年級,集合,D-10-1,十二年級,複數,N-12甲-3,D-10-1,主題,,"A-7-8,S-8-9,S-8-10,S-8-11","N-10-2,F-10-3,D-10-4,D-10-3",D,
566,十年級,集合,D-10-1,十二年級,複數,N-12乙-1,D-10-1,主題,,"A-7-8,S-8-9,S-8-10,S-8-11","N-10-2,F-10-3,D-10-4,D-10-3",D,
567,十年級,集合,D-10-1,,,,jdc-10-01-1-1,分隔線,集合：集合的表示法，宇集、空集、子集、交集、聯集、餘集，屬於和包含關係，文氏圖。★＃,,,,
568,十年級,計數原理,D-10-1,,,,jdc-10-01-1-2,分隔線,,,,,
569,十年級,數據分析,D-10-2,十二年級,離散型隨機變數,D-12甲-1,D-10-2,主題,,D-9-1,"D-11A-1,D-11B-1,G-10-2,N-10-6,D-10-4",D,
569,十年級,數據分析,D-10-2,十二年級,離散型隨機變數,D-12乙-1,D-10-2,主題,,D-9-1,"D-11A-1,D-11B-1,G-10-2,N-10-6,D-10-4",D,
570,十年級,一維數據分析,D-10-2,,,,jdc-10-02-1,次主題,數據分析：一維數據的平均數、標準差。二維數據的散布圖，最適直線與相關係數，數據的標準化。,,,,
571,十年級,統計量與統計圖表的解讀,D-10-2,,,,jdc-10-02-1-1,分隔線,,,,,
572,十年級,變異數與標準差,D-10-2,,,,jdc-10-02-1-2,分隔線,,,,,
573,十年級,數據的標準化,D-10-2,,,,jdc-10-02-1-3,分隔線,,,,,
574,十年級,二維數據分析,D-10-2,,,,jdc-10-02-2,次主題,,,,,
575,十年級,散布圖,D-10-2,,,,jdc-10-02-2-1,分隔線,,,,,
576,十年級,相關係數,D-10-2,,,,jdc-10-02-2-2,分隔線,,,,,
577,十年級,最適直線,D-10-2,,,,jdc-10-02-2-3,分隔線,,,,,
578,十年級,有系統的計數,D-10-3,十一年級,條件機率,D-11A-2,D-10-3,主題,,"D-9-2,D-9-3","D-10-1,D-10-4,A-10-1",D,
578,十年級,有系統的計數,D-10-3,十一年級,不確定性,D-11B-2,D-10-3,主題,,"D-9-2,D-9-3","D-10-1,D-10-4,A-10-1",D,
579,十年級,排列組合,D-10-3,,,,jdc-10-03-1,次主題,有系統的計數：有系統的窮舉，樹狀圖，加法原理，乘法原理，取捨原理。直線排列與組合。,,,,
580,十年級,排列,D-10-3,,,,jdc-10-03-1-1,分隔線,,,,,
581,十年級,組合,D-10-3,,,,jdc-10-03-1-2,分隔線,,,,,
582,十年級,複合事件的古典機率,D-10-4,十一年級,主觀機率與客觀機率,D-11A-1,D-10-4,主題,,"D-9-2,D-9-3","D-10-1,D-10-2,D-10-3",D,
582,十年級,複合事件的古典機率,D-10-4,十一年級,主觀機率與客觀機率,D-11B-1,D-10-4,主題,,"D-9-2,D-9-3","D-10-1,D-10-2,D-10-3",D,
582,十年級,複合事件的古典機率,D-10-4,十一年級,條件機率,D-11A-2,D-10-4,主題,,"D-9-2,D-9-3","D-10-1,D-10-2,D-10-3",D,
582,十年級,複合事件的古典機率,D-10-4,十一年級,不確定性,D-11B-2,D-10-4,主題,,"D-9-2,D-9-3","D-10-1,D-10-2,D-10-3",D,
582,十年級,複合事件的古典機率,D-10-4,十一年級,貝氏定理,D-11A-3,D-10-4,主題,,"D-9-2,D-9-3","D-10-1,D-10-2,D-10-3",D,
582,十年級,複合事件的古典機率,D-10-4,十二年級,離散型隨機變數,D-12甲-1,D-10-4,主題,,"D-9-2,D-9-3","D-10-1,D-10-2,D-10-3",D,
582,十年級,複合事件的古典機率,D-10-4,十二年級,離散型隨機變數,D-12乙-1,D-10-4,主題,,"D-9-2,D-9-3","D-10-1,D-10-2,D-10-3",D,
583,十年級,機率,D-10-4,,,,jdc-10-04-1,次主題,複合事件的古典機率：樣本空間與事件，複合事件的古典機率性質，期望值。,,,,
584,十年級,樣本空間與事件,D-10-4,,,,jdc-10-04-1-1,分隔線,,,,,
585,十年級,古典機率,D-10-4,,,,jdc-10-04-1-2,分隔線,,,,,
586,十年級,期望值,D-10-4,,,,jdc-10-04-2,次主題,,,,,
587,十年級,期望值,D-10-4,,,,jdc-10-04-2-1,分隔線,,,,,
588,十一年級,弧度量,N-11A-1,十二年級,複數,N-12甲-3,N-11A-1,主題,弧度量：弧度量的定義，弧長與扇形面積，計算機的rad鍵。,"S-9-5,G-10-6,S-9-6,S-9-7",F-11A-1,N,
588,十一年級,弧度量,N-11A-1,十二年級,方程式的虛根,A-12乙-2,N-11A-1,主題,弧度量：弧度量的定義，弧長與扇形面積，計算機的rad鍵。,"S-9-5,G-10-6,S-9-6,S-9-7",F-11A-1,N,
589,十一年級,空間概念,S-11A-1,十一年級,空間向量的運算,G-11A-7,S-11A-1,主題,空間概念：空間的基本性質，空間中兩直線、兩平面、直線與平面的位置關係，三垂線定理。,"S-7-2,S-9-12,G-10-7,S-9-10","N-11B-1,G-11A-2,G-11A-9,G-11A-10,G-11A-3,G-11A-4",S,
589,十一年級,空間概念,S-11A-1,十一年級,三階行列式,G-11A-8,S-11A-1,主題,空間概念：空間的基本性質，空間中兩直線、兩平面、直線與平面的位置關係，三垂線定理。,"S-7-2,S-9-12,G-10-7,S-9-10","N-11B-1,G-11A-2,G-11A-9,G-11A-10,G-11A-3,G-11A-4",S,
589,十一年級,空間概念,S-11A-1,十一年級,平面方程式,G-11A-9,S-11A-1,主題,空間概念：空間的基本性質，空間中兩直線、兩平面、直線與平面的位置關係，三垂線定理。,"S-7-2,S-9-12,G-10-7,S-9-10","N-11B-1,G-11A-2,G-11A-9,G-11A-10,G-11A-3,G-11A-4",S,
589,十一年級,空間概念,S-11A-1,十一年級,空間中的直線方程式,G-11A-10,S-11A-1,主題,空間概念：空間的基本性質，空間中兩直線、兩平面、直線與平面的位置關係，三垂線定理。,"S-7-2,S-9-12,G-10-7,S-9-10","N-11B-1,G-11A-2,G-11A-9,G-11A-10,G-11A-3,G-11A-4",S,
590,十一年級,平面向量,G-11A-1,十二年級,複數,N-12甲-3,G-11A-1,主題,平面向量：坐標平面上的向量係數積與加減，線性組合。,"G-7-1,G-10-2","G-11A-3,G-11A-6,A-11A-1,F-11A-3",G,
590,十一年級,平面向量,G-11A-1,十二年級,複數,N-12乙-1,G-11A-1,主題,平面向量：坐標平面上的向量係數積與加減，線性組合。,"G-7-1,G-10-2","G-11A-3,G-11A-6,A-11A-1,F-11A-3",G,
591,十一年級,空間坐標系,G-11A-2,,,,G-11A-2,主題,空間坐標系：點坐標，兩點距離，點到坐標軸或坐標平面的投影。,"G-7-1,S-9-12","S-11A-1,G-11A-3,G-11A-10",G,
592,十一年級,空間向量,G-11A-3,,,,G-11A-3,主題,空間向量：坐標空間中的向量係數積與加減，線性組合。,S-9-12,"S-11A-1,G-11A-2,G-11A-6,G-11A-9,G-11A-10,G-11A-1,G-11A-7,F-11A-3",G,
593,十一年級,三角不等式,G-11A-4,十二年級,複數,N-12甲-3,G-11A-4,主題,三角不等式：向量的長度，三角不等式。,"S-8-8,N-10-2",S-11A-1,G,
593,十一年級,三角不等式,G-11A-4,十二年級,複數,N-12乙-1,G-11A-4,主題,三角不等式：向量的長度，三角不等式。,"S-8-8,N-10-2",S-11A-1,G,
593,十一年級,三角不等式,G-11A-4,十二年級,函數,F-12甲-1,G-11A-4,主題,三角不等式：向量的長度，三角不等式。,"S-8-8,N-10-2",S-11A-1,G,
593,十一年級,三角不等式,G-11A-4,十二年級,函數的極限,F-12乙-2,G-11A-4,主題,三角不等式：向量的長度，三角不等式。,"S-8-8,N-10-2",S-11A-1,G,
594,十一年級,三角的和差角公式,G-11A-5,十二年級,複數,N-12甲-3,G-11A-5,主題,三角的和差角公式：正弦與餘弦的和差角、倍角與半角公式。,"G-10-5,G-10-6,G-10-7","G-11A-6,F-11A-2",G,
595,十一年級,平面向量的運算,G-11A-6,十二年級,複數,N-12甲-3,G-11A-6,主題,平面向量的運算：正射影與內積，面積與行列式，兩向量的平行與垂直判定，兩向量的夾角，柯西不等式。,"G-10-2,S-9-12,G-10-7","G-11A-6,F-11A-2,G-11A-1,G-11A-3,G-11A-5,G-11A-7,G-11A-8,A-11A-1",G,
595,十一年級,平面向量的運算,G-11A-6,十一年級,平面方程式,G-11A-9,G-11A-6,主題,平面向量的運算：正射影與內積，面積與行列式，兩向量的平行與垂直判定，兩向量的夾角，柯西不等式。,"G-10-2,S-9-12,G-10-7","G-11A-6,F-11A-2,G-11A-1,G-11A-3,G-11A-5,G-11A-7,G-11A-8,A-11A-1",G,
595,十一年級,平面向量的運算,G-11A-6,十一年級,空間中的直線方程式,G-11A-10,G-11A-6,主題,平面向量的運算：正射影與內積，面積與行列式，兩向量的平行與垂直判定，兩向量的夾角，柯西不等式。,"G-10-2,S-9-12,G-10-7","G-11A-6,F-11A-2,G-11A-1,G-11A-3,G-11A-5,G-11A-7,G-11A-8,A-11A-1",G,
596,十一年級,空間向量的運算,G-11A-7,十一年級,平面方程式,G-11A-9,G-11A-7,主題,空間向量的運算：正射影與內積，兩向量平行與垂直的判定、柯西不等式，外積。,"G-7-1,S-11A-1","G-11A-3,G-11A-6,G-11A-8,G-11A-10",G,
596,十一年級,空間向量的運算,G-11A-7,十一年級,空間中的直線方程式,G-11A-10,G-11A-7,主題,空間向量的運算：正射影與內積，兩向量平行與垂直的判定、柯西不等式，外積。,"G-7-1,S-11A-1","G-11A-3,G-11A-6,G-11A-8,G-11A-10",G,
597,十一年級,三階行列式,G-11A-8,,,,G-11A-8,主題,三階行列式：三向量決定的平行六面體體積，三重積。,"G-10-2,G-10-7,S-11A-1","G-11A-6,A-11A-3,G-11A-7",G,
598,十一年級,平面方程式,G-11A-9,,,,G-11A-9,主題,平面方程式：平面的法向量與標準式、兩平面的夾角、點到平面的距離。,"S-9-13,S-11A-1,G-11A-6,G-11A-7","G-11A-3,G-11A-10,S-11A-1,A-11A-2",G,
599,十一年級,空間中的直線方程式,G-11A-10,,,,G-11A-10,主題,空間中的直線方程式：空間中直線的參數式與比例式，直線與平面的關係，點到直線距離，兩平行或歪斜線的距離。,"G-10-2,S-11A-1,G-11A-6,G-11A-7","G-11A-2,G-11A-7,G-11A-9,S-11A-1,G-11A-3",G,
600,十一年級,二元一次方程組的矩陣表達,A-11A-1,十一年級,三元一次聯立方程式,A-11A-2,A-11A-1,主題,二元一次方程組的矩陣表達：定義方陣符號及其乘以向量的線性組合意涵，克拉瑪公式，方程組唯一解、無窮多組解、無解的情況。,"A-7-5,A-7-6","G-11A-1,G-11A-6,A-11A-3",A,
601,十一年級,三元一次聯立方程式,A-11A-2,,,,A-11A-2,主題,三元一次聯立方程式：以消去法求解，改以方陣表達。用電腦求解多元一次方程組的觀念與示範。,"A-7-2,A-7-3,A-7-4,A-7-5,A-7-6,A-11A-1","A-11A-3,G-11A-9",A,
602,十一年級,矩陣的運算,A-11A-3,,,,A-11A-3,主題,矩陣的運算：矩陣的定義，矩陣的係數積與加減運算，矩陣相乘，反方陣。將矩陣視為資料表，用電腦做矩陣運算的觀念與示範。,,"A-11A-1,A-11A-2,F-11A-3,G-11A-8",A,
603,十一年級,對數律,A-11A-4,,,,A-11A-4,主題,對數律：從10𝑥及指數律認識log的對數律，其基本應用，並用於求解指數方程式。,N-10-4,F-11A-4,A,
604,十一年級,三角函數的圖形,F-11A-1,十二年級,函數,F-12甲-1,F-11A-1,主題,"三角函數的圖形：sin,cos,tan函數的圖形、定義域、值域、週期性，週期現象的數學模型。（cot,sec,csc之定義與圖形※）","G-10-6,G-10-1","N-11A-1,F-11A-2",F,
604,十一年級,三角函數的圖形,F-11A-1,十二年級,函數,F-12乙-1,F-11A-1,主題,"三角函數的圖形：sin,cos,tan函數的圖形、定義域、值域、週期性，週期現象的數學模型。（cot,sec,csc之定義與圖形※）","G-10-6,G-10-1","N-11A-1,F-11A-2",F,
605,十一年級,正餘弦的疊合,F-11A-2,,,,F-11A-2,主題,正餘弦的疊合：同頻波疊合後的頻率、振幅。,G-10-6,"G-11A-5,F-11A-1,G-11A-6",F,
606,十一年級,矩陣的應用,F-11A-3,十二年級,二次曲線,G-12甲-1,F-11A-3,主題,矩陣的應用：平面上的線性變換，二階轉移方陣。,"G-10-6,G-10-7,G-10-1","A-11A-3,G-11A-3,D-11A-2,G-11A-1,D-11A-1",F,
607,十一年級,指數與對數函數,F-11A-4,十二年級,函數,F-12甲-1,F-11A-4,主題,指數與對數函數：指數函數及其圖形，按比例成長或衰退的數學模型，常用對數函數的圖形，在科學和金融上的應用。,"N-10-4,N-10-3,G-10-1",A-11A-4,F,
607,十一年級,指數與對數函數,F-11A-4,十二年級,微分,F-12甲-3,F-11A-4,主題,指數與對數函數：指數函數及其圖形，按比例成長或衰退的數學模型，常用對數函數的圖形，在科學和金融上的應用。,"N-10-4,N-10-3,G-10-1",A-11A-4,F,
607,十一年級,指數與對數函數,F-11A-4,十二年級,函數,F-12乙-1,F-11A-4,主題,指數與對數函數：指數函數及其圖形，按比例成長或衰退的數學模型，常用對數函數的圖形，在科學和金融上的應用。,"N-10-4,N-10-3,G-10-1",A-11A-4,F,
608,十一年級,主觀機率與客觀機率,D-11A-1,十二年級,離散型隨機變數,D-12甲-1,D-11A-1,主題,主觀機率與客觀機率：根據機率性質檢視主觀機率的合理性，根據已知的數據獲得客觀機率。,"D-9-2,D-10-4","D-11A-2,D-11A-3,F-11A-3,D-10-2",D,
608,十一年級,主觀機率與客觀機率,D-11A-1,十二年級,離散型隨機變數,D-12乙-1,D-11A-1,主題,主觀機率與客觀機率：根據機率性質檢視主觀機率的合理性，根據已知的數據獲得客觀機率。,"D-9-2,D-10-4","D-11A-2,D-11A-3,F-11A-3,D-10-2",D,
608,十一年級,主觀機率與客觀機率,D-11A-1,十二年級,二項分布與幾何分布,D-12甲-2,D-11A-1,主題,主觀機率與客觀機率：根據機率性質檢視主觀機率的合理性，根據已知的數據獲得客觀機率。,"D-9-2,D-10-4","D-11A-2,D-11A-3,F-11A-3,D-10-2",D,
608,十一年級,主觀機率與客觀機率,D-11A-1,十二年級,二項分布,D-12乙-2,D-11A-1,主題,主觀機率與客觀機率：根據機率性質檢視主觀機率的合理性，根據已知的數據獲得客觀機率。,"D-9-2,D-10-4","D-11A-2,D-11A-3,F-11A-3,D-10-2",D,
609,十一年級,條件機率,D-11A-2,十二年級,二項分布與幾何分布,D-12甲-2,D-11A-2,主題,條件機率：條件機率的意涵及其應用，事件的獨立性及其應用。,"D-10-4,D-10-3","D-11A-1,D-11A-3,F-11A-3",D,
609,十一年級,條件機率,D-11A-2,十二年級,二項分布,D-12乙-2,D-11A-2,主題,條件機率：條件機率的意涵及其應用，事件的獨立性及其應用。,"D-10-4,D-10-3","D-11A-1,D-11A-3,F-11A-3",D,
610,十一年級,貝氏定理,D-11A-3,,,,D-11A-3,主題,貝氏定理：條件機率的乘法公式，貝氏定理及其應用。,D-10-4,"D-11A-1,D-11A-2",D,
611,十一年級,弧度量,N-11B-1,,,,N-11B-1,主題,弧度量：弧度量的定義，弧長與扇形面積，計算機的rad鍵。,"S-9-5,G-10-6","F-11B-1,S-11A-1,S-11B-1",N,
612,十一年級,空間概念,S-11B-1,十一年級,圓錐曲線,S-11B-2,S-11B-1,主題,空間概念：空間的基本性質，空間中兩直線、兩平面、及直線與平面的位置關係。利用長方體的展開圖討論表面上的兩點距離，認識球面上的經線與緯線。,"S-7-2,S-9-12,G-10-7","N-11B-1,G-11B-4,S-11B-2,G-11B-3",S,
613,十一年級,圓錐曲線,S-11B-2,,,,S-11B-2,主題,圓錐曲線：由平面與圓錐截痕，視覺性地認識圓錐曲線，及其在自然中的呈現。,"F-10-1,S-11B-1","G-11B-3,G-11B-4,S-11B-1",S,
614,十一年級,平面向量,G-11B-1,,,,G-11B-1,主題,平面向量：坐標平面上的向量係數積與加減，線性組合。,"G-7-1,G-10-2","G-11B-2,A-11B-1",G,
615,十一年級,平面向量的運算,G-11B-2,,,,G-11B-2,主題,平面向量的運算：正射影與內積，兩向量的垂直與平行判定，兩向量的夾角。,"G-10-2,S-9-12,G-10-7","G-11B-1,A-11B-1",G,
616,十一年級,平面上的比例,G-11B-3,,,,G-11B-3,主題,平面上的比例：生活情境與平面幾何的比例問題（在設計和透視上）。,"S-9-1,S-9-3,N-10-6","F-11B-2,S-11B-1,S-11B-2",G,
617,十一年級,空間坐標系,G-11B-4,,,,G-11B-4,主題,空間坐標系：點坐標，兩點距離，點到坐標軸或坐標平面的投影。,"G-7-1,S-9-12","S-11B-1,S-11B-2",G,
618,十一年級,矩陣與資料表格,A-11B-1,,,,A-11B-1,主題,矩陣與資料表格：矩陣乘向量的線性組合意涵，二元一次方程組的意涵，矩陣之加、減、乘及二階反方陣。將矩陣視為資料表，用電腦做矩陣運算的觀念與示範。,"A-7-5,A-7-6","G-11B-1,G-11B-2",A,
619,十一年級,週期性數學模型,F-11B-1,十二年級,函數,F-12乙-1,F-11B-1,主題,週期性數學模型：正弦函數的圖形、週期性，其振幅、週期與頻率，週期性現象的範例。,"G-10-6,G-10-1","N-11B-1,F-11B-2",F,
620,十一年級,按比例成長模型,F-11B-2,十二年級,函數,F-12乙-1,F-11B-2,主題,按比例成長模型：指數函數與對數函數及其生活上的應用，例如地震規模，金融與理財，平均成長率，連續複利與𝑒的認識，自然對數函數。,"N-10-3,N-10-4","G-11B-3,F-11B-1",F,
621,十一年級,主觀機率與客觀機率,D-11B-1,十二年級,二項分布,D-12乙-2,D-11B-1,主題,主觀機率與客觀機率：根據機率性質檢視主觀機率的合理性，根據已知的數據獲得客觀機率。,"D-9-2,D-10-4","D-11B-2,D-10-2",D,
622,十一年級,不確定性,D-11B-2,十二年級,二項分布,D-12乙-2,D-11B-2,主題,不確定性：條件機率、貝氏定理、獨立事件及其基本應用，列聯表與文氏圖的關聯。,"D-10-4,D-10-3",D-11B-1,D,
623,十二年級,數列的極限,N-12甲-1,,,,N-12甲-1,主題,數列的極限：數列的極限，極限的運算性質，夾擠定理。從連續複利認識常數𝑒。,"F-10-2,N-8-6,N-10-6","N-12甲-2,F-12甲-2,F-12甲-6,F-12甲-5",N,
